kmeans_test_y,y_test_preds_new,y_test_benign,y_test_preds_combined,test_probabilities
1.0,1.0,1.0,1.0,0.99999917
0.0,1.0,1.0,1.0,0.99860865
0.0,1.0,1.0,1.0,0.30657122
0.0,1.0,1.0,1.0,0.006119355
1.0,1.0,1.0,1.0,0.9526592
0.0,0.0,0.0,0.0,6.488723e-06
0.0,0.0,0.0,0.0,7.1185364e-06
0.0,1.0,1.0,1.0,0.9999864
0.0,0.0,0.0,0.0,6.0202685e-05
1.0,1.0,1.0,1.0,0.99999464
1.0,1.0,1.0,1.0,0.99999964
0.0,0.0,0.0,0.0,2.1218795e-05
0.0,0.0,0.0,0.0,2.471755e-06
0.0,1.0,0.0,1.0,0.99998546
1.0,1.0,1.0,1.0,0.9999994
1.0,1.0,1.0,1.0,0.99999976
0.0,1.0,1.0,1.0,0.2088606
0.0,1.0,1.0,1.0,0.009522477
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.8184841
0.0,0.0,0.0,0.0,1.5957067e-06
1.0,1.0,1.0,1.0,0.9999943
0.0,0.0,0.0,0.0,1.6780887e-06
0.0,0.0,0.0,0.0,6.200679e-05
0.0,1.0,1.0,1.0,0.9950767
0.0,0.0,0.0,0.0,0.00063267996
0.0,0.0,0.0,0.0,5.123268e-05
0.0,0.0,0.0,0.0,0.0008300759
0.0,1.0,1.0,1.0,0.99986434
0.0,1.0,1.0,1.0,0.055098336
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.9999176
0.0,1.0,1.0,1.0,0.99398005
1.0,1.0,1.0,1.0,0.9999999
0.0,0.0,0.0,0.0,1.9841484e-05
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.7833793
1.0,1.0,1.0,1.0,0.9999975
0.0,0.0,0.0,0.0,3.2726143e-06
0.0,1.0,1.0,1.0,0.03262525
0.0,1.0,1.0,1.0,0.9990313
0.0,1.0,1.0,1.0,0.99842465
0.0,1.0,0.0,1.0,0.8188195
0.0,0.0,0.0,0.0,8.185092e-05
0.0,0.0,0.0,0.0,1.6170928e-06
0.0,1.0,1.0,1.0,0.8798411
1.0,1.0,1.0,1.0,0.99999654
0.0,1.0,1.0,1.0,0.029817756
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,0.0,0.0,7.800965e-06
0.0,1.0,0.0,1.0,0.57040215
0.0,0.0,0.0,0.0,6.022119e-06
1.0,0.0,1.0,1.0,0.0034722874
0.0,0.0,0.0,0.0,3.3982353e-06
0.0,1.0,0.0,1.0,0.03399424
0.0,0.0,0.0,0.0,2.1440408e-05
1.0,1.0,1.0,1.0,0.999998
0.0,0.0,0.0,0.0,7.2940766e-06
0.0,0.0,0.0,0.0,2.8445013e-05
0.0,0.0,0.0,0.0,1.9218587e-05
0.0,0.0,0.0,0.0,1.3724132e-06
0.0,0.0,0.0,0.0,2.346966e-05
0.0,0.0,0.0,0.0,2.0121384e-05
0.0,1.0,0.0,1.0,0.016439531
0.0,0.0,0.0,0.0,0.00012487239
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,4.1190942e-05
1.0,1.0,1.0,1.0,0.57855356
0.0,1.0,1.0,1.0,0.9401256
0.0,0.0,0.0,0.0,9.63555e-07
1.0,1.0,1.0,1.0,0.9774754
1.0,1.0,1.0,1.0,0.99999905
0.0,1.0,0.0,1.0,0.0121351145
0.0,1.0,1.0,1.0,0.032930933
1.0,1.0,1.0,1.0,0.9999988
1.0,1.0,1.0,1.0,0.99995387
0.0,0.0,0.0,0.0,0.00047049823
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,1.1258329e-05
1.0,1.0,1.0,1.0,0.99999964
0.0,1.0,1.0,1.0,0.9619255
1.0,1.0,1.0,1.0,0.5351328
0.0,0.0,0.0,0.0,7.249453e-07
1.0,1.0,1.0,1.0,0.99999404
0.0,1.0,1.0,1.0,0.06538089
0.0,1.0,1.0,1.0,0.99905175
1.0,1.0,1.0,1.0,0.99999905
1.0,1.0,1.0,1.0,0.99999464
0.0,0.0,0.0,0.0,5.8489106e-05
0.0,1.0,1.0,1.0,0.884809
1.0,1.0,1.0,1.0,0.99999774
1.0,1.0,1.0,1.0,0.9999968
0.0,1.0,1.0,1.0,0.20222114
1.0,1.0,1.0,1.0,0.99999547
0.0,1.0,1.0,1.0,0.03060452
1.0,1.0,1.0,1.0,0.9999995
0.0,0.0,0.0,0.0,3.2815246e-06
0.0,1.0,1.0,1.0,0.010224128
1.0,1.0,1.0,1.0,0.9999821
0.0,0.0,0.0,0.0,8.9200745e-07
0.0,0.0,0.0,0.0,0.000103479746
1.0,1.0,1.0,1.0,0.9999995
1.0,1.0,1.0,1.0,0.5260929
0.0,0.0,0.0,0.0,5.1972234e-05
1.0,1.0,1.0,1.0,0.9999032
0.0,0.0,0.0,0.0,7.190046e-06
0.0,1.0,1.0,1.0,0.96940225
1.0,1.0,1.0,1.0,0.99998343
0.0,1.0,1.0,1.0,0.9979779
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.9827765
0.0,1.0,1.0,1.0,0.43760082
1.0,1.0,1.0,1.0,0.9999994
0.0,0.0,0.0,0.0,1.1320072e-05
0.0,1.0,1.0,1.0,0.031500965
0.0,1.0,1.0,1.0,0.99841297
0.0,0.0,0.0,0.0,2.04328e-06
0.0,1.0,1.0,1.0,0.009783723
0.0,0.0,0.0,0.0,1.35381715e-05
1.0,1.0,1.0,1.0,0.9999995
0.0,1.0,1.0,1.0,0.9996941
0.0,0.0,0.0,0.0,3.2498947e-06
0.0,1.0,1.0,1.0,0.015283502
1.0,1.0,1.0,1.0,0.99999964
1.0,1.0,1.0,1.0,0.009909763
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,1.0,1.0,1.0,0.99994504
0.0,0.0,0.0,0.0,1.4272703e-05
0.0,0.0,0.0,0.0,3.4921547e-06
1.0,1.0,1.0,1.0,0.9999987
1.0,1.0,0.0,1.0,0.9429332
0.0,0.0,0.0,0.0,6.200679e-05
1.0,1.0,1.0,1.0,0.9999989
1.0,1.0,1.0,1.0,0.2875927
0.0,1.0,1.0,1.0,0.99653244
0.0,1.0,1.0,1.0,0.015512262
1.0,1.0,1.0,1.0,0.94580877
0.0,1.0,1.0,1.0,0.99942917
1.0,1.0,1.0,1.0,0.728669
1.0,1.0,1.0,1.0,0.99999964
1.0,1.0,1.0,1.0,0.9994912
0.0,1.0,1.0,1.0,0.052682787
0.0,1.0,0.0,1.0,0.6154662
0.0,1.0,1.0,1.0,0.99876285
0.0,1.0,1.0,1.0,0.97550064
0.0,1.0,1.0,1.0,0.036349613
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.99889237
0.0,0.0,0.0,0.0,0.00057512487
1.0,1.0,1.0,1.0,0.014592936
1.0,1.0,1.0,1.0,0.9999995
1.0,1.0,1.0,1.0,0.9999995
1.0,1.0,1.0,1.0,0.9999988
0.0,0.0,0.0,0.0,0.00081793556
0.0,0.0,1.0,0.0,1.70739e-05
1.0,1.0,1.0,1.0,0.9999995
1.0,1.0,1.0,1.0,0.9878087
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,1.8532633e-06
0.0,1.0,0.0,1.0,0.57040215
1.0,1.0,1.0,1.0,0.99998856
0.0,0.0,0.0,0.0,0.0010266682
1.0,1.0,1.0,1.0,0.9999989
0.0,0.0,0.0,0.0,4.7748745e-06
0.0,0.0,0.0,0.0,2.1415062e-06
1.0,1.0,1.0,1.0,0.9999995
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,1.0,0.0,0.0011065371
1.0,1.0,1.0,1.0,0.99999905
1.0,1.0,1.0,1.0,0.9999982
0.0,0.0,0.0,0.0,2.3178787e-05
1.0,1.0,1.0,1.0,0.9869213
0.0,0.0,0.0,0.0,5.714044e-05
0.0,0.0,1.0,0.0,0.0047547757
0.0,1.0,1.0,1.0,0.059013046
0.0,0.0,0.0,0.0,1.9881809e-05
0.0,1.0,1.0,1.0,0.47472483
0.0,0.0,0.0,0.0,0.00031550278
0.0,1.0,0.0,1.0,0.378088
1.0,1.0,1.0,1.0,0.9999975
1.0,1.0,1.0,1.0,0.9999821
0.0,0.0,0.0,0.0,3.5956753e-06
0.0,0.0,0.0,0.0,1.6136119e-05
1.0,0.0,1.0,1.0,0.000485581
0.0,0.0,0.0,0.0,2.1777187e-05
0.0,1.0,1.0,1.0,0.9833747
0.0,0.0,0.0,0.0,2.346966e-05
0.0,0.0,0.0,0.0,0.00035047802
0.0,1.0,1.0,1.0,0.8141839
1.0,1.0,1.0,1.0,0.99997723
1.0,1.0,1.0,1.0,0.9999875
1.0,1.0,1.0,1.0,0.018580684
0.0,0.0,0.0,0.0,7.8150315e-06
0.0,1.0,1.0,1.0,0.22236077
1.0,1.0,1.0,1.0,0.99999774
0.0,0.0,0.0,0.0,2.346966e-05
0.0,0.0,0.0,0.0,5.1972234e-05
0.0,1.0,1.0,1.0,0.48807344
0.0,0.0,0.0,0.0,5.8489106e-05
0.0,0.0,0.0,0.0,0.00024113689
0.0,0.0,0.0,0.0,7.4970326e-06
0.0,0.0,0.0,0.0,2.4119488e-05
1.0,1.0,1.0,1.0,0.9999981
0.0,1.0,0.0,1.0,0.027432976
0.0,0.0,0.0,0.0,5.346124e-06
0.0,0.0,0.0,0.0,9.79179e-05
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,2.3819744e-06
0.0,0.0,0.0,0.0,5.3388785e-06
0.0,1.0,1.0,1.0,0.05445343
0.0,1.0,1.0,1.0,0.95391333
1.0,1.0,1.0,1.0,0.9989988
0.0,1.0,1.0,1.0,0.08660896
1.0,1.0,1.0,1.0,0.018583555
0.0,1.0,1.0,1.0,0.025106372
0.0,0.0,0.0,0.0,2.0207919e-05
0.0,1.0,1.0,1.0,0.20133623
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,4.2295883e-06
0.0,0.0,0.0,0.0,1.1770352e-06
0.0,1.0,0.0,1.0,0.6645786
1.0,0.0,1.0,1.0,0.0037527315
0.0,1.0,1.0,1.0,0.025651155
0.0,0.0,1.0,0.0,0.0011098953
0.0,1.0,1.0,1.0,0.03415241
0.0,0.0,0.0,0.0,6.4337037e-06
0.0,1.0,1.0,1.0,0.01226291
0.0,0.0,0.0,0.0,1.3279855e-06
1.0,1.0,1.0,1.0,0.49238524
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,0.00010841047
0.0,1.0,1.0,1.0,0.07095875
0.0,1.0,1.0,1.0,0.0052304342
0.0,1.0,1.0,1.0,0.76702493
0.0,0.0,0.0,0.0,1.1983972e-06
1.0,1.0,1.0,1.0,0.99999833
0.0,0.0,0.0,0.0,2.1246555e-05
0.0,0.0,1.0,0.0,1.1478133e-05
0.0,0.0,0.0,0.0,9.356086e-07
1.0,1.0,1.0,1.0,0.9999995
0.0,1.0,1.0,1.0,0.5981481
0.0,1.0,1.0,1.0,0.9969856
0.0,0.0,1.0,0.0,0.00072147686
0.0,0.0,0.0,0.0,8.905048e-06
0.0,1.0,1.0,1.0,0.04719772
0.0,0.0,0.0,0.0,1.2820136e-05
0.0,1.0,1.0,1.0,0.050185524
0.0,0.0,1.0,0.0,1.6531234e-05
1.0,1.0,1.0,1.0,0.9999927
0.0,0.0,0.0,0.0,1.942222e-05
0.0,0.0,0.0,0.0,1.1446693e-07
0.0,0.0,0.0,0.0,0.00020913858
0.0,0.0,0.0,0.0,8.5880106e-07
0.0,1.0,1.0,1.0,0.9994916
0.0,1.0,0.0,1.0,0.19981344
0.0,0.0,0.0,0.0,0.00057512487
0.0,0.0,0.0,0.0,2.3178787e-05
0.0,1.0,1.0,1.0,0.06234845
1.0,1.0,1.0,1.0,0.9999995
0.0,1.0,1.0,1.0,0.9987148
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,5.080228e-06
0.0,0.0,0.0,0.0,5.6449462e-05
0.0,0.0,0.0,0.0,5.230675e-06
0.0,1.0,1.0,1.0,0.7283551
0.0,1.0,1.0,1.0,0.0096302675
0.0,0.0,0.0,0.0,6.2247395e-06
0.0,0.0,0.0,0.0,1.5611896e-06
0.0,0.0,0.0,0.0,0.000103479746
0.0,0.0,0.0,0.0,2.2360657e-05
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.18215425
1.0,1.0,1.0,1.0,0.7200614
0.0,0.0,0.0,0.0,8.7893995e-06
1.0,1.0,1.0,1.0,0.9836231
1.0,1.0,1.0,1.0,0.99999654
1.0,1.0,1.0,1.0,0.9999924
0.0,1.0,1.0,1.0,0.99889237
1.0,1.0,1.0,1.0,0.9999832
1.0,1.0,1.0,1.0,0.62269866
0.0,0.0,0.0,0.0,1.1983972e-06
0.0,0.0,0.0,0.0,1.8954595e-06
0.0,0.0,0.0,0.0,2.7893788e-05
1.0,1.0,1.0,1.0,0.99998665
1.0,1.0,1.0,1.0,0.4900153
0.0,1.0,1.0,1.0,0.91715443
1.0,1.0,1.0,1.0,0.99473614
0.0,1.0,1.0,1.0,0.012486254
0.0,1.0,1.0,1.0,0.08054309
0.0,1.0,1.0,1.0,0.36332387
1.0,1.0,0.0,1.0,0.999356
0.0,1.0,1.0,1.0,0.03326246
0.0,1.0,1.0,1.0,0.96940225
0.0,0.0,0.0,0.0,0.000100872014
0.0,1.0,1.0,1.0,0.8862399
0.0,1.0,1.0,1.0,0.99998593
1.0,1.0,1.0,1.0,0.99999976
1.0,1.0,1.0,1.0,0.9999975
1.0,1.0,1.0,1.0,0.9999975
0.0,1.0,1.0,1.0,0.32404396
0.0,0.0,0.0,0.0,6.9819175e-06
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,2.0025159e-06
0.0,0.0,1.0,0.0,5.1145933e-05
0.0,0.0,0.0,0.0,6.1256283e-06
1.0,1.0,1.0,1.0,0.9898381
0.0,1.0,0.0,1.0,0.027468977
0.0,1.0,1.0,1.0,0.1962151
0.0,0.0,0.0,0.0,5.527807e-06
1.0,1.0,1.0,1.0,0.99999726
0.0,1.0,1.0,1.0,0.9999943
0.0,0.0,1.0,0.0,0.0011098953
0.0,1.0,0.0,1.0,0.6645786
0.0,1.0,1.0,1.0,0.03105594
0.0,0.0,0.0,0.0,0.0027097447
0.0,1.0,1.0,1.0,0.9991973
0.0,1.0,0.0,1.0,0.57040215
0.0,0.0,0.0,0.0,1.9900683e-05
0.0,0.0,0.0,0.0,2.8693062e-06
0.0,1.0,0.0,1.0,0.6154662
0.0,0.0,0.0,0.0,7.3620004e-07
0.0,1.0,1.0,1.0,0.010318463
0.0,0.0,0.0,0.0,1.31538e-05
0.0,0.0,0.0,0.0,6.2194404e-06
1.0,1.0,1.0,1.0,0.9995602
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,3.1566303e-06
1.0,1.0,0.0,1.0,0.99980456
1.0,1.0,1.0,1.0,0.99999833
0.0,0.0,0.0,0.0,0.0004999142
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,1.0,0.0,0.0019765433
0.0,0.0,0.0,0.0,1.8829985e-05
0.0,0.0,0.0,0.0,4.776024e-05
0.0,0.0,0.0,0.0,4.196377e-06
0.0,1.0,0.0,1.0,0.6645786
0.0,0.0,0.0,0.0,7.233084e-06
1.0,1.0,1.0,1.0,0.9999976
1.0,1.0,1.0,1.0,0.99999833
0.0,1.0,1.0,1.0,0.014643895
0.0,1.0,1.0,1.0,0.9986772
1.0,1.0,1.0,1.0,0.9999927
1.0,1.0,1.0,1.0,0.99999905
1.0,1.0,1.0,1.0,0.99999976
0.0,0.0,0.0,0.0,1.4918444e-06
0.0,0.0,0.0,0.0,7.110266e-06
1.0,1.0,1.0,1.0,0.9999614
0.0,0.0,1.0,0.0,0.002240009
0.0,1.0,0.0,1.0,0.6645786
0.0,1.0,1.0,1.0,0.9608573
0.0,0.0,0.0,0.0,1.111107e-05
0.0,0.0,0.0,0.0,1.07320775e-05
0.0,1.0,1.0,1.0,0.9984434
0.0,1.0,1.0,1.0,0.8449666
1.0,1.0,1.0,1.0,0.9999975
0.0,0.0,0.0,0.0,1.7831086e-05
0.0,1.0,1.0,1.0,0.012527997
1.0,1.0,1.0,1.0,0.18215425
0.0,1.0,1.0,1.0,0.043093946
0.0,1.0,0.0,1.0,0.57040215
0.0,0.0,0.0,0.0,9.0979495e-07
0.0,0.0,0.0,0.0,1.7831086e-05
1.0,1.0,1.0,1.0,0.99999535
0.0,1.0,1.0,1.0,0.023357742
0.0,1.0,1.0,1.0,0.040198643
0.0,1.0,1.0,1.0,0.99999356
1.0,1.0,1.0,1.0,0.99997294
1.0,1.0,1.0,1.0,0.9964384
0.0,0.0,0.0,0.0,8.234996e-06
0.0,1.0,1.0,1.0,0.991507
0.0,0.0,0.0,0.0,1.78505e-05
1.0,1.0,1.0,1.0,0.9401198
0.0,0.0,0.0,0.0,1.2156184e-05
0.0,1.0,1.0,1.0,0.779418
1.0,1.0,1.0,1.0,0.99999976
1.0,1.0,1.0,1.0,0.99999094
1.0,1.0,0.0,1.0,0.9997477
0.0,0.0,0.0,0.0,2.7011254e-06
0.0,0.0,1.0,0.0,1.70739e-05
0.0,0.0,0.0,0.0,1.5760668e-06
1.0,1.0,1.0,1.0,0.999985
0.0,0.0,0.0,0.0,5.9296885e-06
1.0,1.0,1.0,1.0,0.99999595
0.0,1.0,1.0,1.0,0.99991095
0.0,1.0,1.0,1.0,0.95542246
0.0,1.0,1.0,1.0,0.99993944
0.0,0.0,0.0,0.0,1.8829985e-05
1.0,1.0,1.0,1.0,0.9999932
0.0,0.0,0.0,0.0,5.369628e-06
0.0,1.0,1.0,1.0,0.65768695
0.0,0.0,0.0,0.0,3.2824762e-06
0.0,0.0,1.0,0.0,0.0009057175
0.0,0.0,1.0,0.0,1.1956794e-05
1.0,1.0,1.0,1.0,0.99999976
1.0,1.0,1.0,1.0,0.997995
1.0,1.0,1.0,1.0,0.9999975
0.0,1.0,1.0,1.0,0.33513528
0.0,0.0,0.0,0.0,2.0125979e-06
0.0,1.0,1.0,1.0,0.41353434
0.0,1.0,1.0,1.0,0.5868709
0.0,1.0,1.0,1.0,0.9999951
0.0,0.0,0.0,0.0,1.221847e-06
1.0,1.0,1.0,1.0,0.99998856
0.0,0.0,0.0,0.0,1.1320072e-05
1.0,1.0,1.0,1.0,0.9999994
1.0,1.0,1.0,1.0,0.13073272
1.0,1.0,1.0,1.0,0.999997
0.0,1.0,1.0,1.0,0.8328111
0.0,1.0,0.0,1.0,0.6645786
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,9.100058e-06
1.0,1.0,1.0,1.0,0.9999939
0.0,0.0,0.0,0.0,7.987322e-06
0.0,1.0,1.0,1.0,0.86463326
0.0,0.0,0.0,0.0,0.00015085841
0.0,1.0,1.0,1.0,0.99966824
0.0,0.0,0.0,0.0,1.34126185e-05
0.0,1.0,1.0,1.0,0.13966945
0.0,0.0,0.0,0.0,1.3238205e-05
0.0,1.0,1.0,1.0,0.97550064
0.0,1.0,1.0,1.0,0.97550064
1.0,1.0,1.0,1.0,0.9999987
1.0,1.0,1.0,1.0,0.9999975
0.0,1.0,1.0,1.0,0.9969856
0.0,0.0,0.0,0.0,1.1966933e-06
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,4.2870965e-05
0.0,1.0,1.0,1.0,0.041129224
0.0,1.0,1.0,1.0,0.9822307
0.0,0.0,0.0,0.0,1.2964314e-06
0.0,0.0,0.0,0.0,2.4119488e-05
1.0,1.0,1.0,1.0,0.9999993
0.0,0.0,0.0,0.0,1.7831086e-05
1.0,1.0,1.0,1.0,0.99999976
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.99992275
0.0,0.0,0.0,0.0,1.7831086e-05
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,2.6506792e-05
0.0,0.0,0.0,0.0,0.00022830022
1.0,1.0,1.0,1.0,0.99999964
1.0,1.0,1.0,1.0,0.17243978
1.0,1.0,1.0,1.0,0.9898381
0.0,0.0,0.0,0.0,6.6869217e-07
0.0,1.0,0.0,1.0,0.0068120887
1.0,1.0,1.0,1.0,0.9999987
0.0,1.0,1.0,1.0,0.006897387
0.0,1.0,1.0,1.0,0.9999503
1.0,1.0,1.0,1.0,0.9999988
0.0,0.0,0.0,0.0,6.1674415e-05
0.0,0.0,0.0,0.0,9.039719e-06
0.0,0.0,0.0,0.0,8.187916e-06
0.0,1.0,1.0,1.0,0.9982147
0.0,0.0,0.0,0.0,1.8179993e-05
0.0,0.0,1.0,0.0,4.7550508e-05
0.0,1.0,1.0,1.0,0.999951
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,5.6757843e-05
0.0,1.0,1.0,1.0,0.9975146
0.0,1.0,1.0,1.0,0.7278693
0.0,0.0,0.0,0.0,3.9289385e-05
1.0,1.0,1.0,1.0,0.9999994
0.0,1.0,1.0,1.0,0.07840441
0.0,0.0,0.0,0.0,5.7492906e-07
0.0,1.0,1.0,1.0,0.9996941
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,2.4847445e-06
0.0,1.0,0.0,1.0,0.6294451
0.0,0.0,0.0,0.0,7.4970326e-06
0.0,0.0,0.0,0.0,2.9269358e-05
1.0,1.0,1.0,1.0,0.99999905
0.0,1.0,1.0,1.0,0.030366426
0.0,0.0,0.0,0.0,8.341934e-06
0.0,0.0,0.0,0.0,1.887128e-05
0.0,1.0,0.0,1.0,0.6645786
1.0,1.0,1.0,1.0,0.99999774
1.0,1.0,1.0,1.0,0.99999094
0.0,0.0,0.0,0.0,1.1963124e-05
0.0,1.0,1.0,1.0,0.56780744
0.0,1.0,1.0,1.0,0.9913606
0.0,0.0,0.0,0.0,0.0003335655
1.0,1.0,1.0,1.0,0.9999975
1.0,1.0,1.0,1.0,0.9999987
0.0,0.0,0.0,0.0,1.6864851e-05
0.0,1.0,1.0,1.0,0.066356525
0.0,0.0,0.0,0.0,7.281856e-05
0.0,1.0,1.0,1.0,0.00932648
1.0,1.0,1.0,1.0,0.99999917
0.0,1.0,1.0,1.0,0.9635053
0.0,0.0,0.0,0.0,1.1225095e-05
1.0,0.0,1.0,1.0,0.0040729647
1.0,1.0,1.0,1.0,0.014110779
0.0,1.0,1.0,1.0,0.5981481
1.0,1.0,1.0,1.0,0.9999988
0.0,0.0,0.0,0.0,0.0026567285
0.0,0.0,0.0,0.0,6.349833e-05
0.0,1.0,0.0,1.0,0.6154662
0.0,0.0,0.0,0.0,2.41073e-05
0.0,0.0,0.0,0.0,3.2484138e-06
0.0,0.0,1.0,0.0,0.0008035643
0.0,0.0,0.0,0.0,2.8257757e-06
0.0,1.0,0.0,1.0,0.6154662
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,1.0,1.0,1.0,0.99751496
0.0,0.0,0.0,0.0,1.0814847e-05
1.0,1.0,1.0,1.0,0.99999976
0.0,1.0,1.0,1.0,0.34018776
0.0,0.0,0.0,0.0,5.1145933e-05
1.0,1.0,1.0,1.0,0.99999654
0.0,1.0,1.0,1.0,0.9984665
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,1.5804597e-05
0.0,1.0,1.0,1.0,0.9997969
0.0,1.0,1.0,1.0,0.23680113
1.0,1.0,1.0,1.0,0.9999583
1.0,1.0,1.0,1.0,0.9999976
0.0,1.0,0.0,1.0,0.9999957
0.0,0.0,0.0,0.0,2.9489925e-06
0.0,1.0,1.0,1.0,0.97589886
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.06376014
0.0,1.0,1.0,1.0,0.9999882
0.0,0.0,1.0,0.0,0.00015695977
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,6.5717554e-06
0.0,0.0,0.0,0.0,2.346966e-05
0.0,1.0,0.0,1.0,0.91468287
0.0,0.0,0.0,0.0,5.1399405e-05
0.0,0.0,0.0,0.0,0.00018793982
0.0,0.0,0.0,0.0,2.4119488e-05
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,0.00020913858
1.0,1.0,1.0,1.0,0.47677597
1.0,1.0,1.0,1.0,0.9999933
0.0,0.0,0.0,0.0,2.0207919e-05
1.0,1.0,1.0,1.0,0.99999905
0.0,1.0,1.0,1.0,0.9822307
0.0,1.0,1.0,1.0,0.9991234
0.0,1.0,1.0,1.0,0.8449666
0.0,1.0,0.0,1.0,0.0052729635
0.0,0.0,0.0,0.0,1.1637096e-06
0.0,0.0,0.0,0.0,7.4970326e-06
0.0,1.0,1.0,1.0,0.00872326
0.0,1.0,0.0,1.0,0.017058546
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,5.5321703e-05
1.0,1.0,1.0,1.0,0.9999993
0.0,1.0,1.0,1.0,0.7023182
0.0,1.0,1.0,1.0,0.8565364
1.0,1.0,1.0,1.0,0.99998546
0.0,0.0,0.0,0.0,1.7913597e-05
0.0,0.0,0.0,0.0,1.9135296e-06
0.0,1.0,1.0,1.0,0.07720306
0.0,0.0,0.0,0.0,2.5122884e-07
0.0,0.0,0.0,0.0,0.00011339776
1.0,1.0,1.0,1.0,0.9999949
0.0,0.0,0.0,0.0,1.4190605e-06
1.0,1.0,1.0,1.0,0.99999607
0.0,1.0,1.0,1.0,0.99986434
0.0,0.0,0.0,0.0,7.1432764e-06
0.0,1.0,1.0,1.0,0.015827458
1.0,1.0,1.0,1.0,0.9999994
0.0,0.0,0.0,0.0,1.0509839e-05
1.0,1.0,1.0,1.0,0.99999905
0.0,1.0,1.0,1.0,0.9999875
1.0,1.0,1.0,1.0,0.99998856
1.0,1.0,1.0,1.0,0.9999975
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,1.0,1.0,1.0,0.25540236
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,1.0,1.0,1.0,0.9142022
0.0,1.0,1.0,1.0,0.052682787
0.0,0.0,0.0,0.0,9.100058e-06
0.0,0.0,0.0,0.0,1.1225095e-05
0.0,0.0,0.0,0.0,0.0007838659
1.0,1.0,1.0,1.0,0.9999273
0.0,0.0,0.0,0.0,2.4119488e-05
1.0,1.0,1.0,1.0,0.9999987
0.0,1.0,1.0,1.0,0.9994431
0.0,1.0,1.0,1.0,0.9999505
0.0,0.0,0.0,0.0,2.4119488e-05
0.0,0.0,0.0,0.0,2.4119488e-05
1.0,1.0,1.0,1.0,0.9999995
0.0,0.0,0.0,0.0,1.8081197e-05
1.0,1.0,1.0,1.0,0.9999999
0.0,0.0,0.0,0.0,5.5321703e-05
0.0,0.0,0.0,0.0,1.006621e-05
0.0,1.0,1.0,1.0,0.02998324
0.0,1.0,1.0,1.0,0.9996941
1.0,1.0,1.0,1.0,0.9999981
0.0,1.0,0.0,1.0,0.01117811
0.0,0.0,0.0,0.0,0.000221835
1.0,1.0,1.0,1.0,0.99999905
0.0,0.0,0.0,0.0,8.708822e-07
1.0,1.0,0.0,1.0,0.9429332
0.0,1.0,0.0,1.0,0.45983368
0.0,1.0,1.0,1.0,0.99986434
0.0,1.0,1.0,1.0,0.040198643
1.0,1.0,1.0,1.0,0.9999962
0.0,0.0,0.0,0.0,1.35381715e-05
0.0,0.0,1.0,0.0,0.0005576002
0.0,0.0,0.0,0.0,4.116347e-06
1.0,1.0,1.0,1.0,0.02107498
1.0,1.0,1.0,1.0,0.9999832
1.0,1.0,1.0,1.0,0.99999917
1.0,1.0,1.0,1.0,0.99999464
0.0,1.0,1.0,1.0,0.3993762
